"Species","EPU","sex","YEAR","MeanCond","nCond","n"
"White hake","SS","M",2004,103.682862313911,27,27
"White hake","SS","M",2005,100.84818491316,12,27
"White hake","SS","M",2006,101.163453435016,20,27
"White hake","SS","M",2007,103.025633031259,50,27
"White hake","SS","M",2008,105.670842192628,38,27
"White hake","SS","M",2009,103.299981025445,151,27
"White hake","SS","M",2010,104.985996167223,78,27
"White hake","SS","M",2011,104.652026627954,46,27
"White hake","SS","M",2012,105.138849146772,59,27
"White hake","SS","M",2013,106.438988702267,23,27
"White hake","SS","M",2014,102.3328325259,28,27
"White hake","SS","M",2015,105.824954932537,96,27
"White hake","SS","M",2016,104.87896566538,82,27
"White hake","SS","M",2017,104.508712499049,55,27
"White hake","SS","M",2018,107.690529638749,12,27
