"Species","EPU","sex","YEAR","MeanCond","nCond","n"
"American plaice","SS","F",1999,101.97981222737,27,26
"American plaice","SS","F",2000,97.8851128006275,9,26
"American plaice","SS","F",2001,101.019117514219,11,26
"American plaice","SS","F",2002,99.8406729551871,29,26
"American plaice","SS","F",2003,102.472626635956,12,26
"American plaice","SS","F",2004,99.0556165814101,15,26
"American plaice","SS","F",2005,96.8527223034319,9,26
"American plaice","SS","F",2006,97.5817262817269,29,26
"American plaice","SS","F",2007,100.372806730229,13,26
"American plaice","SS","F",2008,99.0292325785971,26,26
"American plaice","SS","F",2009,102.293425028051,26,26
"American plaice","SS","F",2010,101.641780636808,33,26
"American plaice","SS","F",2011,99.6390189790171,22,26
"American plaice","SS","F",2012,101.283514769158,39,26
"American plaice","SS","F",2013,100.917442988528,5,26
"American plaice","SS","F",2014,103.524462627448,11,26
"American plaice","SS","F",2015,101.661513566522,42,26
"American plaice","SS","F",2016,99.4406806858219,9,26
"American plaice","SS","F",2017,104.331854560124,11,26
"American plaice","SS","M",1992,101.853920036026,14,26
"American plaice","SS","M",1993,105.270706255706,27,26
"American plaice","SS","M",1994,102.553385968932,20,26
"American plaice","SS","M",1995,98.565982952307,22,26
"American plaice","SS","M",1996,106.354565558527,8,26
"American plaice","SS","M",1997,105.103727687265,13,26
"American plaice","SS","M",1998,99.2576864122562,12,26
"American plaice","SS","M",1999,102.978883645576,41,26
"American plaice","SS","M",2000,103.181410043158,30,26
"American plaice","SS","M",2001,99.4388651361985,25,26
"American plaice","SS","M",2002,101.159240760107,35,26
"American plaice","SS","M",2003,99.4683633588469,10,26
"American plaice","SS","M",2004,101.319044325919,15,26
"American plaice","SS","M",2005,99.1055668220873,22,26
"American plaice","SS","M",2006,99.8952652217607,23,26
"American plaice","SS","M",2007,102.795666293342,24,26
"American plaice","SS","M",2008,102.039108706755,32,26
"American plaice","SS","M",2009,101.624978729792,29,26
"American plaice","SS","M",2010,103.119852247826,18,26
"American plaice","SS","M",2011,97.0159983263555,20,26
"American plaice","SS","M",2012,99.3700159272053,32,26
"American plaice","SS","M",2013,104.733532104633,19,26
"American plaice","SS","M",2014,102.484968585976,32,26
"American plaice","SS","M",2015,104.853765027119,46,26
"American plaice","SS","M",2016,102.819273125431,17,26
"American plaice","SS","M",2017,104.030970959597,11,26
